number,value,datetime_start,datetime_complete,duration,params_alpha,params_ent_coef,params_epsilon,params_gamma,params_learning_rate,params_max_grad_norm,params_n_steps,params_vf_coef,state
80,-0.0,2023-04-18 23:34:23.281944,2023-04-18 23:36:00.715731,0 days 00:01:37.433787,0.9525484049614297,1.956874383871799e-07,2.840668469101222e-05,0.9448629168643808,0.0002504309828090172,0.022229748555458985,444.27310411683885,0.5414085724599976,COMPLETE
81,-0.0,2023-04-18 23:34:59.234064,2023-04-18 23:36:07.228884,0 days 00:01:07.994820,0.9450903192443112,3.289056257760174e-08,3.085995990606291e-05,0.9394764300664881,0.0002725692608285215,0.021911196192496707,253.81237692089206,0.5018541989257261,COMPLETE
82,-80.75398254394531,2023-04-18 23:35:23.122630,2023-04-18 23:36:53.015247,0 days 00:01:29.892617,0.9331030166616632,2.774340020188171e-08,2.9142361624736107e-05,0.9455385199659437,0.0003628296723921805,0.02629676801534931,326.58989830966436,0.5974377217359147,COMPLETE
83,-0.0,2023-04-18 23:35:32.684884,2023-04-18 23:36:48.228735,0 days 00:01:15.543851,0.9515250949122068,3.7829429467828217e-08,2.9753454766532186e-05,0.9888745361238369,0.00011908404284248864,0.026191945842623035,254.49330626327395,0.5974228259847132,COMPLETE
84,-0.14500001072883606,2023-04-18 23:36:00.719032,2023-04-18 23:37:28.365537,0 days 00:01:27.646505,0.9331555133165486,4.6978010815841706e-07,3.3513332135341436e-05,0.9307044274781051,0.0001254464646917086,0.02636171117306883,328.93510447858887,0.5260535826696154,COMPLETE
85,-83.13898468017578,2023-04-18 23:36:07.231733,2023-04-18 23:38:36.917074,0 days 00:02:29.685341,0.9336414516489926,1.1567682987677888e-07,3.5543208150194924e-05,0.9326085609924537,0.00011351549646269818,0.02861058776596273,591.1343380250618,0.5245523892407777,COMPLETE
86,-0.0,2023-04-18 23:36:48.231928,2023-04-18 23:39:17.546153,0 days 00:02:29.314225,0.9553170045436649,5.965400402507915e-08,9.522482725900903e-05,0.9319241368514348,8.007492283957725e-05,0.02997206007533853,597.9228986186406,0.5257020559193275,COMPLETE
87,-0.11800000816583633,2023-04-18 23:36:53.017997,2023-04-18 23:38:31.226602,0 days 00:01:38.208605,0.9375755137774728,4.7360838219559613e-07,0.00013857424287280385,0.9317074182653547,8.200805879936406e-05,0.030642453374210843,344.3341863305961,0.5238486135045296,COMPLETE
88,-81.33998107910156,2023-04-18 23:37:28.374829,2023-04-18 23:39:49.033822,0 days 00:02:20.658993,0.9401544204203952,7.160451611578693e-08,0.0001445756846288363,0.9208797418956944,7.96592675219084e-05,0.03621764200599153,554.1291894947273,0.5222517202129321,COMPLETE
89,-0.0860000029206276,2023-04-18 23:38:31.235694,2023-04-18 23:41:01.084644,0 days 00:02:29.848950,0.9444350925354354,7.212927350873522e-08,1.2584611006072064e-05,0.9351913753102997,0.00010044004827856872,0.04503964363985738,554.5496103589958,0.51269991406044,COMPLETE
90,-0.0,2023-04-18 23:38:36.921667,2023-04-18 23:41:25.979035,0 days 00:02:49.057368,0.921788866180256,6.068440232758051e-08,1.9562100429906192e-05,0.9491603315456142,5.296736377593783e-05,0.0394717920109159,599.4322525594221,0.5092322801668677,COMPLETE
91,-62.24699020385742,2023-04-18 23:39:17.548425,2023-04-18 23:42:47.709386,0 days 00:03:30.160961,0.9372880212648291,9.472402763524776e-07,4.023473258491674e-05,0.9489962119653006,0.0001402126972151325,0.0355384802305175,791.8730105174534,0.5104961317578692,COMPLETE
92,-0.0,2023-04-18 23:39:49.036570,2023-04-18 23:43:05.821728,0 days 00:03:16.785158,0.9233166168155478,9.888461232129537e-08,1.3570589356706379e-05,0.9296899743518469,0.00010126840913590252,0.04420357524918757,770.9738911380844,0.5096035312566937,COMPLETE
93,-0.0,2023-04-18 23:41:01.089612,2023-04-18 23:44:22.383656,0 days 00:03:21.294044,0.928047620111108,9.12275051909809e-07,1.8462205155555264e-05,0.934699913125018,5.283874501063899e-05,0.03457404259035507,817.5527811095382,0.512201084851378,COMPLETE
94,-0.14900000393390656,2023-04-18 23:41:25.981812,2023-04-18 23:43:41.950252,0 days 00:02:15.968440,0.9365594671056903,1.01278810517462e-07,4.919618125275252e-05,0.9267054633163667,0.00014927708989676073,0.019175040687835397,499.38150239906145,0.553172454464921,COMPLETE
95,-0.0,2023-04-18 23:42:47.720852,2023-04-18 23:44:59.717380,0 days 00:02:11.996528,0.9408972775816521,2.864788530875291e-07,5.1512942144461856e-05,0.9255805105784836,0.00015709091941669526,0.014255674680229933,464.36282619533813,0.5521365648726658,COMPLETE
96,-55.46898651123047,2023-04-18 23:43:05.828791,2023-04-18 23:45:26.843681,0 days 00:02:21.014890,0.9408287621421144,2.397355996325484e-07,5.4042932236660624e-05,0.9345353839189144,0.0001488456913534599,0.019229679709105586,491.9716843504117,0.55327388878593,COMPLETE
