,Selection ID,Best Back Price,Best Back Size,Best Lay Price,Best Lay Size,Last Price Traded,Total Matched,Status,Removal Date,Adjustment Factor
8,46969793,8.0,6.37,9.4,7.22,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.54,430.0,6.69,,0.0,ACTIVE,,0.935
0,42363246,7.6,5.36,10.5,6.51,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.57,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.6,7.64,2.46,668.58,ACTIVE,,43.478
3,40373068,7.8,5.33,8.6,8.37,8.0,52.73,ACTIVE,,10.0
4,46969789,11.0,5.22,14.0,6.96,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,590.0,9.96,,0.0,ACTIVE,,0.521
6,46969791,5.1,9.53,6.2,7.3,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.68,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.46,11.5,5.22,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.54,430.0,6.69,,0.0,ACTIVE,,0.935
0,42363246,7.6,5.36,10.5,6.51,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.57,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,5.36,2.6,7.64,2.46,668.58,ACTIVE,,43.478
3,40373068,7.8,5.33,8.6,8.37,8.0,52.73,ACTIVE,,10.0
4,46969789,11.0,5.22,14.0,6.96,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,590.0,9.96,,0.0,ACTIVE,,0.521
6,46969791,5.3,7.04,6.2,7.3,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.68,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.46,10.0,6.96,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.54,430.0,6.69,,0.0,ACTIVE,,0.935
0,42363246,7.6,5.36,10.5,6.51,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.57,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.6,7.64,2.46,668.58,ACTIVE,,43.478
3,40373068,7.8,5.33,8.6,8.37,8.0,52.73,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,7.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,590.0,9.96,,0.0,ACTIVE,,0.521
6,46969791,5.3,9.04,6.2,7.3,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.68,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.2,6.89,10.0,10.44,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.54,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.6,7.21,9.6,8.94,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.57,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,11.22,2.6,7.64,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,9.15,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,14.5,52.37,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,590.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.3,7.48,6.0,25.0,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.68,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.4,44.61,9.6,8.7,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.54,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.4,6.33,9.6,8.94,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.38,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,10.27,2.6,7.64,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,10.02,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,14.5,54.37,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,580.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.3,8.38,6.0,27.82,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.68,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.6,6.19,10.0,6.96,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.54,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.2,6.35,9.6,9.05,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.38,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,10.62,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,10.02,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.3,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,590.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.3,6.54,6.0,29.27,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.69,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.4,45.02,10.5,6.96,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.56,430.0,6.69,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.39,8.4,7.07,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.38,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.5,10.05,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,13.5,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.38,14.0,12.41,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,580.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.52,5.9,6.27,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.71,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.6,6.87,10.0,5.22,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,5.65,430.0,6.69,,0.0,ACTIVE,,0.935
0,42363246,7.4,5.65,8.4,7.07,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.38,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.52,5.63,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,13.5,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.38,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.76,590.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.3,5.52,6.0,29.27,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,8.79,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.4,46.28,10.0,8.7,9.0,1.04,ACTIVE,,9.869
9,46969794,55.0,5.01,430.0,6.69,,0.0,ACTIVE,,0.935
0,42363246,7.2,6.64,9.6,14.42,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,10.02,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,7.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,580.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.0,43.28,5.9,10.58,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.4,45.13,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.2,6.64,9.4,6.28,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,13.5,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,14.0,12.41,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,580.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.0,43.28,5.9,7.1,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.6,6.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.0,8.63,9.4,6.28,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,16.11,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,590.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.2,6.38,5.9,5.1,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.0,8.63,9.4,6.28,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,12.63,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,590.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.2,6.38,5.9,8.58,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.2,6.64,9.4,6.28,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,12.63,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,580.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.2,6.38,5.9,10.58,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.6,6.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.2,6.64,9.6,10.94,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.2,12.63,9.0,38.7,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,14.0,12.41,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,580.0,5.35,,0.0,ACTIVE,,0.521
6,46969791,5.2,6.38,5.9,7.1,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,420.0,5.21,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.07,10.5,7.26,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.0,12.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,14.0,10.41,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,6.42,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.4,5.26,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,210.0,5.45,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.0,12.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,6.44,,0.0,ACTIVE,,0.521
6,46969791,5.2,6.38,6.4,5.26,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.8,7.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,200.0,6.61,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,8.84,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.0,12.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,6.44,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,7.0,24.96,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.8,7.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,200.0,6.61,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,12.18,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,6.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,8.38,6.4,5.29,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,200.0,6.61,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,12.18,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,6.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,8.38,6.4,5.74,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,200.0,6.61,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,12.18,2.64,8.29,2.46,668.58,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,6.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,8.38,6.4,5.74,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,120.0,8.32,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,200.0,6.61,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,6.72,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,8.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,8.38,6.4,5.74,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,190.0,5.01,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,6.72,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,8.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,8.38,6.4,5.74,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,190.0,5.01,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,6.72,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,8.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,8.38,6.4,5.74,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,190.0,5.01,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,6.72,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,14.33,410.0,8.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,7.53,6.4,5.74,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,48.0,10.09,190.0,5.01,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,7.02,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.46,6.72,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,410.0,8.44,,0.0,ACTIVE,,0.521
6,46969791,5.1,7.53,6.4,5.74,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,6.88,190.0,5.01,,0.0,ACTIVE,,0.935
0,42363246,7.2,7.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,170.0,5.13,,0.0,ACTIVE,,0.521
2,46969788,2.44,12.21,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.0,6.59,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,410.0,8.44,,0.0,ACTIVE,,0.521
6,46969791,5.0,45.28,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,6.84,,0.0,ACTIVE,,1.136
8,46969793,8.8,5.77,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,6.88,190.0,5.01,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.07,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.44,12.21,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,400.0,6.94,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,120.0,6.58,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,6.88,190.0,7.15,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.44,12.21,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,400.0,8.73,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,5.03,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,6.88,190.0,9.04,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.44,12.21,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,400.0,8.73,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,5.03,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,6.88,190.0,9.04,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.44,12.21,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,400.0,8.73,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,5.03,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,50.0,6.88,190.0,6.12,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.48,8.6,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,400.0,8.73,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,5.03,,0.0,ACTIVE,,1.136
8,46969793,8.6,8.83,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,55.0,8.41,190.0,6.12,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.48,8.6,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,380.0,7.1,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,5.03,,0.0,ACTIVE,,1.136
8,46969793,8.6,9.04,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,55.0,8.41,190.0,6.12,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.48,8.6,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,380.0,7.1,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,5.03,,0.0,ACTIVE,,1.136
8,46969793,8.6,9.04,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,55.0,8.65,180.0,6.96,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
2,46969788,2.48,8.6,2.64,8.29,2.46,679.5,ACTIVE,,43.478
3,40373068,8.0,10.25,8.8,6.86,8.6,54.51,ACTIVE,,10.0
4,46969789,11.0,5.22,13.5,5.26,12.0,9.1,ACTIVE,,4.762
5,46969790,100.0,13.93,380.0,7.1,,0.0,ACTIVE,,0.521
6,46969791,5.4,5.92,6.2,7.32,5.4,96.02,ACTIVE,,15.723
7,46969792,44.0,7.54,110.0,5.03,,0.0,ACTIVE,,1.136
8,46969793,8.6,9.04,11.0,5.48,9.0,1.04,ACTIVE,,9.869
9,46969794,55.0,8.65,180.0,6.96,,0.0,ACTIVE,,0.935
0,42363246,7.2,5.06,10.0,5.33,,0.0,ACTIVE,,13.055
1,46969787,90.0,6.21,180.0,8.13,,0.0,ACTIVE,,0.521
