,Market Name,Market ID,Total Matched,Start Time,seconds to start
6,R5 2170m Pace M,1.201360657,1713.19392,2022-07-26 09:17:00,1.071598
11,R2 515m Final,1.201394854,53.03566800000001,2022-07-26 09:22:00,301.071598
13,R1 2130m Pace M,1.201360633,443.659104,2022-07-26 09:24:00,421.07159800000005
14,R3 460m Mdn,1.201394733,0.4151519999999999,2022-07-26 09:29:00,721.071598
18,R3 411m Gr5,1.201394829,31.274783999999997,2022-07-26 09:32:00,901.0715980000001
21,R5 1650m Pace M,1.201360515,141.013296,2022-07-26 09:34:00,1021.0715980000001
